,NOC,Year,Sport,isHoster,Bronze,Gold,No medal,Silver
19948,PUR,1964,Boxing,0,0,0,1,0
19949,PUR,1964,Diving,0,0,0,2,0
19950,PUR,1964,Sailing,0,0,0,1,0
19951,PUR,1964,Shooting,0,0,0,5,0
19952,PUR,1964,Swimming,0,0,0,12,0
19953,PUR,1964,Weightlifting,0,0,0,4,0
19954,PUR,1968,Athletics,0,0,0,6,0
19955,PUR,1968,Basketball,0,0,0,1,0
19956,PUR,1968,Boxing,0,0,0,6,0
19957,PUR,1968,Cycling,0,0,0,2,0
19958,PUR,1968,Diving,0,0,0,2,0
19959,PUR,1968,Fencing,0,0,0,3,0
19960,PUR,1968,Sailing,0,0,0,3,0
19961,PUR,1968,Shooting,0,0,0,8,0
19962,PUR,1968,Swimming,0,0,0,23,0
19963,PUR,1968,Weightlifting,0,0,0,4,0
19964,PUR,1972,Archery,0,0,0,1,0
19965,PUR,1972,Athletics,0,0,0,10,0
19966,PUR,1972,Basketball,0,0,0,1,0
19967,PUR,1972,Boxing,0,0,0,6,0
19968,PUR,1972,Diving,0,0,0,1,0
19969,PUR,1972,Fencing,0,0,0,2,0
19970,PUR,1972,Judo,0,0,0,3,0
19971,PUR,1972,Sailing,0,0,0,3,0
19972,PUR,1972,Shooting,0,0,0,8,0
19973,PUR,1972,Weightlifting,0,0,0,6,0
19974,PUR,1976,Archery,0,0,0,2,0
19975,PUR,1976,Athletics,0,0,0,12,0
19976,PUR,1976,Basketball,0,0,0,1,0
19977,PUR,1976,Boxing,0,1,0,9,0
19978,PUR,1976,Equestrianism,0,0,0,2,0
19979,PUR,1976,Fencing,0,0,0,4,0
19980,PUR,1976,Judo,0,0,0,6,0
19981,PUR,1976,Sailing,0,0,0,4,0
19982,PUR,1976,Shooting,0,0,0,9,0
19983,PUR,1976,Swimming,0,0,0,22,0
19984,PUR,1976,Weightlifting,0,0,0,2,0
19985,PUR,1976,Wrestling,0,0,0,6,0
19986,PUR,1980,Boxing,0,0,0,3,0
19987,PUR,1984,Archery,0,0,0,1,0
19988,PUR,1984,Athletics,0,0,0,11,0
19989,PUR,1984,Boxing,0,1,0,9,1
19990,PUR,1984,Cycling,0,0,0,2,0
19991,PUR,1984,Equestrianism,0,0,0,3,0
19992,PUR,1984,Fencing,0,0,0,3,0
19993,PUR,1984,Judo,0,0,0,2,0
19994,PUR,1984,Rowing,0,0,0,1,0
19995,PUR,1984,Sailing,0,0,0,3,0
19996,PUR,1984,Shooting,0,0,0,4,0
19997,PUR,1984,Swimming,0,0,0,5,0
19998,PUR,1984,Weightlifting,0,0,0,1,0
19999,PUR,1984,Wrestling,0,0,0,4,0
20000,PUR,1988,Archery,0,0,0,2,0
20001,PUR,1988,Athletics,0,0,0,5,0
20002,PUR,1988,Basketball,0,0,0,1,0
20003,PUR,1988,Boxing,0,0,0,10,0
20004,PUR,1988,Equestrianism,0,0,0,2,0
20005,PUR,1988,Judo,0,0,0,4,0
20006,PUR,1988,Rowing,0,0,0,1,0
20007,PUR,1988,Sailing,0,0,0,2,0
20008,PUR,1988,Shooting,0,0,0,4,0
20009,PUR,1988,Swimming,0,0,0,11,0
20010,PUR,1988,Weightlifting,0,0,0,2,0
20011,PUR,1988,Wrestling,0,0,0,4,0
20012,PUR,1992,Athletics,0,0,0,7,0
20013,PUR,1992,Baseball,0,0,0,1,0
20014,PUR,1992,Basketball,0,0,0,1,0
20015,PUR,1992,Boxing,0,1,0,7,0
20016,PUR,1992,Gymnastics,0,0,0,7,0
20017,PUR,1992,Judo,0,0,0,4,0
20018,PUR,1992,Sailing,0,0,0,3,0
20019,PUR,1992,Shooting,0,0,0,4,0
20020,PUR,1992,Swimming,0,0,0,17,0
20021,PUR,1992,Tennis,0,0,0,2,0
20022,PUR,1992,Weightlifting,0,0,0,1,0
20023,PUR,1992,Wrestling,0,0,0,5,0
20024,PUR,1996,Archery,0,0,0,1,0
20025,PUR,1996,Athletics,0,0,0,6,0
20026,PUR,1996,Basketball,0,0,0,1,0
20027,PUR,1996,Boxing,0,1,0,6,0
20028,PUR,1996,Cycling,0,0,0,1,0
20029,PUR,1996,Diving,0,0,0,2,0
20030,PUR,1996,Equestrianism,0,0,0,2,0
20031,PUR,1996,Fencing,0,0,0,2,0
20032,PUR,1996,Gymnastics,0,0,0,12,0
20033,PUR,1996,Judo,0,0,0,4,0
20034,PUR,1996,Sailing,0,0,0,3,0
20035,PUR,1996,Shooting,0,0,0,5,0
20036,PUR,1996,Softball,0,0,0,1,0
20037,PUR,1996,Swimming,0,0,0,11,0
20038,PUR,1996,Weightlifting,0,0,0,1,0
20039,PUR,1996,Wrestling,0,0,0,6,0
20040,PUR,2000,Athletics,0,0,0,2,0
20041,PUR,2000,Boxing,0,0,0,5,0
20042,PUR,2000,Diving,0,0,0,2,0
20043,PUR,2000,Fencing,0,0,0,2,0
20044,PUR,2000,Gymnastics,0,0,0,7,0
20045,PUR,2000,Judo,0,0,0,4,0
20046,PUR,2000,Sailing,0,0,0,1,0
20047,PUR,2000,Shooting,0,0,0,4,0
20048,PUR,2000,Swimming,0,0,0,5,0
20049,PUR,2000,Weightlifting,0,0,0,2,0
20050,PUR,2004,Athletics,0,0,0,3,0
20051,PUR,2004,Basketball,0,0,0,1,0
20052,PUR,2004,Beach Volleyball,0,0,0,1,0
20053,PUR,2004,Boxing,0,0,0,5,0
20054,PUR,2004,Diving,0,0,0,2,0
20055,PUR,2004,Equestrianism,0,0,0,2,0
20056,PUR,2004,Gymnastics,0,0,0,7,0
20057,PUR,2004,Judo,0,0,0,3,0
20058,PUR,2004,Sailing,0,0,0,2,0
20059,PUR,2004,Shooting,0,0,0,2,0
20060,PUR,2004,Swimming,0,0,0,7,0
20061,PUR,2004,Synchronized Swimming,0,0,0,1,0
20062,PUR,2004,Taekwondo,0,0,0,1,0
20063,PUR,2004,Tennis,0,0,0,1,0
20064,PUR,2004,Wrestling,0,0,0,2,0
20065,PUR,2008,Athletics,0,0,0,6,0
20066,PUR,2008,Boxing,0,0,0,5,0
20067,PUR,2008,Gymnastics,0,0,0,7,0
20068,PUR,2008,Judo,0,0,0,3,0
20069,PUR,2008,Shooting,0,0,0,1,0
20070,PUR,2008,Swimming,0,0,0,6,0
20071,PUR,2008,Taekwondo,0,0,0,2,0
20072,PUR,2008,Weightlifting,0,0,0,1,0
20073,PUR,2012,Athletics,0,1,0,7,0
20074,PUR,2012,Boxing,0,0,0,5,0
20075,PUR,2012,Gymnastics,0,0,0,5,0
20076,PUR,2012,Judo,0,0,0,1,0
20077,PUR,2012,Shooting,0,0,0,1,0
20078,PUR,2012,Swimming,0,0,0,2,0
20079,PUR,2012,Weightlifting,0,0,0,1,0
20080,PUR,2012,Wrestling,0,0,0,3,2
20081,PUR,2016,Athletics,0,0,0,9,0
20082,PUR,2016,Boxing,0,0,0,1,0
20083,PUR,2016,Cycling,0,0,0,2,0
20084,PUR,2016,Diving,0,0,0,1,0
20085,PUR,2016,Equestrianism,0,0,0,2,0
20086,PUR,2016,Judo,0,0,0,2,0
20087,PUR,2016,Shooting,0,0,0,5,0
20088,PUR,2016,Swimming,0,0,0,1,0
20089,PUR,2016,Table Tennis,0,0,0,2,0
20090,PUR,2016,Taekwondo,0,0,0,1,0
20091,PUR,2016,Tennis,0,0,1,0,0
20092,PUR,2016,Triathlon,0,0,0,1,0
20093,PUR,2016,Volleyball,0,0,0,1,0
20094,PUR,2016,Weightlifting,0,0,0,1,0
20095,PUR,2016,Wrestling,0,0,0,3,0
20096,PUR,2020,Athletics,0,0,1,1,0
20097,PUR,2020,Basketball,0,0,0,1,0
20098,PUR,2020,Boxing,0,0,0,1,0
20099,PUR,2020,Diving,0,0,0,1,0
20100,PUR,2020,Equestrian,0,0,0,1,0
20101,PUR,2020,Golf,0,0,0,2,0
20102,PUR,2020,Judo,0,0,0,3,0
20103,PUR,2020,Rowing,0,0,0,1,0
20104,PUR,2020,Sailing,0,0,0,1,0
20105,PUR,2020,Shooting,0,0,0,1,0
20106,PUR,2020,Skateboarding,0,0,0,2,0
20107,PUR,2020,Swimming,0,0,0,4,0
20108,PUR,2020,Table Tennis,0,0,0,2,0
20109,PUR,2020,Taekwondo,0,0,0,1,0
20110,PUR,2020,Wrestling,0,0,0,1,0
20111,PUR,2024,Archery,0,0,0,1,0
20112,PUR,2024,Athletics,0,1,0,7,0
20113,PUR,2024,Basketball,0,0,0,2,0
20114,PUR,2024,Boxing,0,0,0,2,0
20115,PUR,2024,Diving,0,0,0,1,0
20116,PUR,2024,Golf,0,0,0,1,0
20117,PUR,2024,Judo,0,0,0,2,0
20118,PUR,2024,Sailing,0,0,0,1,0
20119,PUR,2024,Shooting,0,0,0,2,0
20120,PUR,2024,Skateboarding,0,0,0,1,0
20121,PUR,2024,Swimming,0,0,0,3,0
20122,PUR,2024,Table Tennis,0,0,0,2,0
20123,PUR,2024,Wrestling,0,1,0,3,0
20124,QAT,1984,Athletics,0,0,0,5,0
20125,QAT,1984,Football,0,0,0,1,0
20126,QAT,1984,Shooting,0,0,0,5,0
20127,QAT,1988,Athletics,0,0,0,8,0
20128,QAT,1988,Sailing,0,0,0,1,0
20129,QAT,1988,Shooting,0,0,0,3,0
20130,QAT,1992,Athletics,0,1,0,9,0
20131,QAT,1992,Football,0,0,0,1,0
20132,QAT,1996,Athletics,0,0,0,7,0
20133,QAT,1996,Sailing,0,0,0,1,0
20134,QAT,1996,Shooting,0,0,0,1,0
20135,QAT,1996,Table Tennis,0,0,0,1,0
20136,QAT,2000,Athletics,0,0,0,9,0
20137,QAT,2000,Shooting,0,0,0,1,0
20138,QAT,2000,Swimming,0,0,0,1,0
20139,QAT,2000,Table Tennis,0,0,0,1,0
20140,QAT,2000,Weightlifting,0,1,0,1,0
20141,QAT,2004,Athletics,0,0,0,9,0
20142,QAT,2004,Shooting,0,0,0,2,0
20143,QAT,2004,Swimming,0,0,0,1,0
20144,QAT,2004,Weightlifting,0,0,0,2,0
20145,QAT,2008,Archery,0,0,0,1,0
20146,QAT,2008,Athletics,0,0,0,9,0
20147,QAT,2008,Fencing,0,0,0,2,0
20148,QAT,2008,Shooting,0,0,0,1,0
20149,QAT,2008,Swimming,0,0,0,1,0
20150,QAT,2008,Taekwondo,0,0,0,1,0
20151,QAT,2012,Athletics,0,1,0,4,0
20152,QAT,2012,Shooting,0,1,0,7,0
20153,QAT,2012,Swimming,0,0,0,2,0
20154,QAT,2012,Table Tennis,0,0,0,1,0
20155,QAT,2016,Athletics,0,0,0,7,1
20156,QAT,2016,Beach Volleyball,0,0,0,1,0
20157,QAT,2016,Boxing,0,0,0,2,0
20158,QAT,2016,Equestrianism,0,0,0,3,0
20159,QAT,2016,Handball,0,0,0,1,0
20160,QAT,2016,Judo,0,0,0,1,0
20161,QAT,2016,Shooting,0,0,0,1,0
20162,QAT,2016,Swimming,0,0,0,2,0
20163,QAT,2016,Table Tennis,0,0,0,1,0
20164,QAT,2016,Weightlifting,0,0,0,1,0
20165,QAT,2020,Athletics,0,0,1,7,0
20166,QAT,2020,Beach Volleyball,0,1,0,0,0
20167,QAT,2020,Judo,0,0,0,1,0
20168,QAT,2020,Rowing,0,0,0,1,0
20169,QAT,2020,Shooting,0,0,0,1,0
20170,QAT,2020,Swimming,0,0,0,2,0
20171,QAT,2020,Weightlifting,0,0,1,0,0
20172,QAT,2024,Athletics,0,1,0,4,0
20173,QAT,2024,Beach Volleyball,0,0,0,1,0
20174,QAT,2024,Shooting,0,0,0,2,0
20175,QAT,2024,Swimming,0,0,0,1,0
20176,QAT,2024,Weightlifting,0,0,0,1,0
20177,RHO,1960,Athletics,0,0,0,4,0
20178,RHO,1960,Boxing,0,0,0,4,0
20179,RHO,1960,Diving,0,0,0,1,0
20180,RHO,1960,Sailing,0,0,0,1,0
20181,RHO,1960,Shooting,0,0,0,1,0
20182,ROT,2016,Athletics,0,0,0,6,0
20183,ROT,2016,Judo,0,0,0,2,0
20184,ROT,2016,Swimming,0,0,0,4,0
20185,ROU,1900,Shooting,0,0,0,1,0
20186,ROU,1924,Football,0,0,0,1,0
20187,ROU,1924,Rugby,0,1,0,0,0
20188,ROU,1924,Shooting,0,0,0,8,0
20189,ROU,1924,Tennis,0,0,0,2,0
20190,ROU,1928,Athletics,0,0,0,11,0
20191,ROU,1928,Fencing,0,0,0,5,0
20192,ROU,1932,Art Competitions,0,0,0,1,0
20193,ROU,1936,Art Competitions,0,0,0,2,0
20194,ROU,1936,Athletics,0,0,0,5,0
20195,ROU,1936,Boxing,0,0,0,4,0
20196,ROU,1936,Equestrianism,0,0,0,4,2
20197,ROU,1936,Fencing,0,0,0,5,0
20198,ROU,1936,Gymnastics,0,0,0,8,0
20199,ROU,1936,Handball,0,0,0,1,0
20200,ROU,1936,Shooting,0,0,0,4,0
20201,ROU,1936,Wrestling,0,0,0,6,0
20202,ROU,1952,Athletics,0,0,0,9,0
20203,ROU,1952,Basketball,0,0,0,1,0
20204,ROU,1952,Boxing,0,1,0,8,1
20205,ROU,1952,Canoeing,0,0,0,2,0
20206,ROU,1952,Cycling,0,0,0,5,0
20207,ROU,1952,Equestrianism,0,0,0,4,0
20208,ROU,1952,Fencing,0,0,0,5,0
20209,ROU,1952,Football,0,0,0,1,0
20210,ROU,1952,Gymnastics,0,0,0,15,0
20211,ROU,1952,Rowing,0,0,0,1,0
20212,ROU,1952,Shooting,0,2,3,6,0
20213,ROU,1952,Swimming,0,0,0,1,0
20214,ROU,1952,Water Polo,0,0,0,1,0
20215,ROU,1952,Weightlifting,0,0,0,4,0
20216,ROU,1952,Wrestling,0,0,0,8,0
20217,ROU,1956,Athletics,0,0,0,5,0
20218,ROU,1956,Boxing,0,1,1,0,2
20219,ROU,1956,Canoeing,0,0,4,4,0
20220,ROU,1956,Equestrianism,0,0,0,4,0
20221,ROU,1956,Fencing,0,0,0,2,2
20222,ROU,1956,Gymnastics,0,2,0,6,0
20223,ROU,1956,Modern Pentathlon,0,0,0,2,0
20224,ROU,1956,Shooting,0,2,2,6,0
20225,ROU,1956,Swimming,0,0,0,2,0
20226,ROU,1956,Water Polo,0,0,0,1,0
20227,ROU,1956,Wrestling,0,2,0,4,0
20228,ROU,1960,Athletics,0,1,1,7,0
20229,ROU,1960,Boxing,0,1,0,8,0
20230,ROU,1960,Canoeing,0,2,0,6,0
20231,ROU,1960,Cycling,0,0,0,4,0
20232,ROU,1960,Equestrianism,0,0,0,4,0
20233,ROU,1960,Fencing,0,2,0,6,0
20234,ROU,1960,Gymnastics,0,1,0,5,0
20235,ROU,1960,Rowing,0,0,0,4,0
20236,ROU,1960,Shooting,0,0,1,10,0
20237,ROU,1960,Swimming,0,0,0,2,0
20238,ROU,1960,Water Polo,0,0,0,1,0
20239,ROU,1960,Weightlifting,0,0,0,2,0
20240,ROU,1960,Wrestling,0,2,2,5,2
20241,ROU,1964,Athletics,0,1,2,11,0
20242,ROU,1964,Boxing,0,0,0,9,0
20243,ROU,1964,Canoeing,0,5,0,3,4
20244,ROU,1964,Cycling,0,0,0,3,0
20245,ROU,1964,Fencing,0,0,0,6,0
20246,ROU,1964,Football,0,0,0,1,0
20247,ROU,1964,Gymnastics,0,0,0,14,0
20248,ROU,1964,Rowing,0,0,0,2,0
20249,ROU,1964,Shooting,0,0,0,8,2
20250,ROU,1964,Volleyball,0,0,0,2,0
20251,ROU,1964,Water Polo,0,0,0,1,0
20252,ROU,1964,Weightlifting,0,0,0,2,0
20253,ROU,1964,Wrestling,0,3,0,8,2
20254,ROU,1968,Athletics,0,0,2,7,2
20255,ROU,1968,Boxing,0,1,0,7,1
20256,ROU,1968,Canoeing,0,2,2,6,2
20257,ROU,1968,Cycling,0,0,0,4,0
20258,ROU,1968,Fencing,0,2,2,5,0
20259,ROU,1968,Rowing,0,0,0,5,0
20260,ROU,1968,Shooting,0,0,0,11,2
20261,ROU,1968,Swimming,0,0,0,4,0
20262,ROU,1968,Wrestling,0,3,0,10,2
20263,ROU,1972,Athletics,0,0,0,14,2
20264,ROU,1972,Boxing,0,0,0,10,1
20265,ROU,1972,Canoeing,0,2,2,5,3
20266,ROU,1972,Cycling,0,0,0,2,0
20267,ROU,1972,Diving,0,0,0,4,0
20268,ROU,1972,Fencing,0,2,0,6,0
20269,ROU,1972,Gymnastics,0,0,0,14,0
20270,ROU,1972,Handball,0,1,0,0,0
20271,ROU,1972,Modern Pentathlon,0,0,0,2,0
20272,ROU,1972,Rowing,0,1,0,2,0
20273,ROU,1972,Shooting,0,3,0,10,2
20274,ROU,1972,Swimming,0,0,0,5,0
20275,ROU,1972,Volleyball,0,0,0,1,0
20276,ROU,1972,Water Polo,0,0,0,1,0
20277,ROU,1972,Weightlifting,0,0,0,2,0
20278,ROU,1972,Wrestling,0,4,3,12,0
20279,ROU,1976,Athletics,0,1,0,13,0
20280,ROU,1976,Boxing,0,3,0,6,2
20281,ROU,1976,Canoeing,0,4,2,8,2
20282,ROU,1976,Fencing,0,2,0,6,0
20283,ROU,1976,Gymnastics,0,3,3,13,2
20284,ROU,1976,Handball,0,0,0,1,1
20285,ROU,1976,Rowing,0,1,0,5,0
20286,ROU,1976,Shooting,0,0,0,8,0
20287,ROU,1976,Water Polo,0,0,0,1,0
20288,ROU,1976,Weightlifting,0,0,0,1,0
20289,ROU,1976,Wrestling,0,4,0,10,4
20290,ROU,1980,Archery,0,0,0,2,0
20291,ROU,1980,Athletics,0,0,0,14,0
20292,ROU,1980,Boxing,0,2,0,9,0
20293,ROU,1980,Canoeing,0,3,2,6,4
20294,ROU,1980,Cycling,0,0,0,2,0
20295,ROU,1980,Diving,0,0,0,3,0
20296,ROU,1980,Equestrianism,0,2,0,4,0
20297,ROU,1980,Fencing,0,0,0,6,0
20298,ROU,1980,Gymnastics,0,2,2,13,3
20299,ROU,1980,Handball,0,1,0,0,0
20300,ROU,1980,Judo,0,0,0,8,0
20301,ROU,1980,Modern Pentathlon,0,0,0,2,0
20302,ROU,1980,Rowing,0,2,1,6,0
20303,ROU,1980,Sailing,0,0,0,3,0
20304,ROU,1980,Shooting,0,0,2,7,0
20305,ROU,1980,Swimming,0,0,0,10,0
20306,ROU,1980,Volleyball,0,1,0,1,0
20307,ROU,1980,Water Polo,0,0,0,1,0
20308,ROU,1980,Weightlifting,0,0,0,8,0
20309,ROU,1980,Wrestling,0,3,2,12,2
20310,ROU,1984,Athletics,0,4,3,3,3
20311,ROU,1984,Boxing,0,1,0,5,0
20312,ROU,1984,Canoeing,0,2,4,8,2
20313,ROU,1984,Fencing,0,2,0,4,2
20314,ROU,1984,Gymnastics,0,2,4,12,1
20315,ROU,1984,Handball,0,1,0,0,0
20316,ROU,1984,Judo,0,2,0,1,0
20317,ROU,1984,Rhythmic Gymnastics,0,0,0,1,1
20318,ROU,1984,Rowing,0,0,6,0,2
20319,ROU,1984,Shooting,0,0,0,10,2
20320,ROU,1984,Swimming,0,1,0,3,0
20321,ROU,1984,Weightlifting,0,1,2,2,5
20322,ROU,1984,Wrestling,0,5,3,8,2
20323,ROU,1988,Athletics,0,0,1,4,1
20324,ROU,1988,Boxing,0,0,0,1,1
20325,ROU,1988,Canoeing,0,0,0,5,0
20326,ROU,1988,Fencing,0,0,0,2,0
20327,ROU,1988,Gymnastics,0,3,3,13,3
20328,ROU,1988,Rowing,0,2,1,2,4
20329,ROU,1988,Shooting,0,0,2,6,0
20330,ROU,1988,Swimming,0,1,0,9,1
20331,ROU,1988,Weightlifting,0,0,0,3,1
20332,ROU,1988,Wrestling,0,0,2,5,0
20333,ROU,1992,Athletics,0,0,0,18,1
20334,ROU,1992,Badminton,0,0,0,1,0
20335,ROU,1992,Boxing,0,1,0,4,0
20336,ROU,1992,Canoeing,0,0,0,10,0
20337,ROU,1992,Diving,0,0,0,3,0
20338,ROU,1992,Fencing,0,2,0,5,0
20339,ROU,1992,Gymnastics,0,2,2,13,1
20340,ROU,1992,Handball,0,0,0,1,0
20341,ROU,1992,Judo,0,0,0,6,0
20342,ROU,1992,Modern Pentathlon,0,0,0,1,0
20343,ROU,1992,Rhythmic Gymnastics,0,0,0,1,0
20344,ROU,1992,Rowing,0,1,2,4,4
20345,ROU,1992,Shooting,0,2,0,11,0
20346,ROU,1992,Swimming,0,0,0,18,0
20347,ROU,1992,Table Tennis,0,0,0,2,0
20348,ROU,1992,Tennis,0,0,0,4,0
20349,ROU,1992,Weightlifting,0,1,0,5,0
20350,ROU,1992,Wrestling,0,2,0,9,0
20351,ROU,1996,Athletics,0,0,0,19,1
20352,ROU,1996,Boxing,0,2,0,4,0
20353,ROU,1996,Canoeing,0,2,0,8,2
20354,ROU,1996,Diving,0,0,0,2,0
20355,ROU,1996,Fencing,0,0,2,5,2
20356,ROU,1996,Gymnastics,0,4,1,13,4
20357,ROU,1996,Judo,0,0,0,5,0
20358,ROU,1996,Modern Pentathlon,0,0,0,1,0
20359,ROU,1996,Rhythmic Gymnastics,0,0,0,1,0
20360,ROU,1996,Rowing,0,0,2,6,0
20361,ROU,1996,Sailing,0,0,0,2,0
20362,ROU,1996,Shooting,0,0,0,7,0
20363,ROU,1996,Swimming,0,0,0,23,0
20364,ROU,1996,Table Tennis,0,0,0,3,0
20365,ROU,1996,Tennis,0,0,0,3,0
20366,ROU,1996,Water Polo,0,0,0,1,0
20367,ROU,1996,Weightlifting,0,1,0,3,0
20368,ROU,1996,Wrestling,0,0,0,9,0
20369,ROU,2000,Athletics,0,2,1,18,2
20370,ROU,2000,Boxing,0,1,0,8,1
20371,ROU,2000,Canoeing,0,3,2,8,0
20372,ROU,2000,Diving,0,0,0,3,0
20373,ROU,2000,Fencing,0,0,2,4,0
20374,ROU,2000,Gymnastics,0,1,3,13,2
20375,ROU,2000,Handball,0,0,0,1,0
20376,ROU,2000,Judo,0,1,0,6,0
20377,ROU,2000,Modern Pentathlon,0,0,0,1,0
20378,ROU,2000,Rowing,0,0,3,4,0
20379,ROU,2000,Shooting,0,2,0,6,0
20380,ROU,2000,Swimming,0,1,2,18,1
20381,ROU,2000,Table Tennis,0,0,0,3,0
20382,ROU,2000,Tennis,0,0,0,3,0
20383,ROU,2000,Weightlifting,0,0,0,5,0
20384,ROU,2000,Wrestling,0,0,0,7,0
20385,ROU,2004,Athletics,0,1,0,14,2
20386,ROU,2004,Boxing,0,1,0,2,0
20387,ROU,2004,Canoeing,0,0,0,7,0
20388,ROU,2004,Cycling,0,0,0,2,0
20389,ROU,2004,Diving,0,0,0,1,0
20390,ROU,2004,Equestrianism,0,0,0,2,0
20391,ROU,2004,Fencing,0,0,0,6,0
20392,ROU,2004,Gymnastics,0,3,4,12,3
20393,ROU,2004,Judo,0,0,0,4,0
20394,ROU,2004,Rowing,0,0,3,2,0
20395,ROU,2004,Shooting,0,0,0,6,0
20396,ROU,2004,Swimming,0,1,1,11,0
20397,ROU,2004,Table Tennis,0,0,0,3,0
20398,ROU,2004,Tennis,0,0,0,2,0
20399,ROU,2004,Weightlifting,0,0,0,6,0
20400,ROU,2004,Wrestling,0,0,0,7,0
20401,ROU,2008,Archery,0,0,0,1,0
20402,ROU,2008,Athletics,0,0,1,13,0
20403,ROU,2008,Boxing,0,0,0,2,0
20404,ROU,2008,Canoeing,0,0,0,4,0
20405,ROU,2008,Diving,0,0,0,2,0
20406,ROU,2008,Fencing,0,2,0,4,2
20407,ROU,2008,Gymnastics,0,1,1,12,0
20408,ROU,2008,Handball,0,0,0,1,0
20409,ROU,2008,Judo,0,0,1,1,0
20410,ROU,2008,Rowing,0,1,1,1,0
20411,ROU,2008,Shooting,0,0,0,7,0
20412,ROU,2008,Swimming,0,0,0,13,0
20413,ROU,2008,Table Tennis,0,0,0,3,0
20414,ROU,2008,Tennis,0,0,0,2,0
20415,ROU,2008,Weightlifting,0,0,0,4,0
20416,ROU,2008,Wrestling,0,0,0,9,0
20417,ROU,2012,Athletics,0,0,0,16,0
20418,ROU,2012,Boxing,0,0,0,2,0
20419,ROU,2012,Canoeing,0,0,0,8,0
20420,ROU,2012,Cycling,0,0,0,2,0
20421,ROU,2012,Fencing,0,0,0,6,2
20422,ROU,2012,Gymnastics,0,1,1,12,1
20423,ROU,2012,Judo,0,0,0,4,2
20424,ROU,2012,Rowing,0,0,0,3,0
20425,ROU,2012,Shooting,0,0,2,1,0
20426,ROU,2012,Swimming,0,0,0,7,0
20427,ROU,2012,Table Tennis,0,0,0,2,0
20428,ROU,2012,Tennis,0,0,0,4,0
20429,ROU,2012,Water Polo,0,0,0,1,0
20430,ROU,2012,Weightlifting,0,1,0,2,1
20431,ROU,2012,Wrestling,0,0,0,4,0
20432,ROU,2016,Athletics,0,0,0,13,0
20433,ROU,2016,Boxing,0,0,0,1,0
20434,ROU,2016,Cycling,0,0,0,2,0
20435,ROU,2016,Fencing,0,0,2,4,0
20436,ROU,2016,Gymnastics,0,0,0,9,0
20437,ROU,2016,Handball,0,0,0,1,0
20438,ROU,2016,Judo,0,0,0,4,0
20439,ROU,2016,Rhythmic Gymnastics,0,0,0,1,0
20440,ROU,2016,Rowing,0,1,0,4,0
20441,ROU,2016,Shooting,0,0,0,2,0
20442,ROU,2016,Swimming,0,0,0,6,0
20443,ROU,2016,Table Tennis,0,0,0,3,0
20444,ROU,2016,Tennis,0,0,0,3,1
20445,ROU,2016,Weightlifting,0,0,0,4,0
20446,ROU,2016,Wrestling,0,2,0,6,0
20447,ROU,2020,3x3 Basketball,0,0,0,1,0
20448,ROU,2020,Archery,0,0,0,1,0
20449,ROU,2020,Artistic Gymnastics,0,0,0,6,0
20450,ROU,2020,Athletics,0,0,0,8,0
20451,ROU,2020,Boxing,0,0,0,2,0
20452,ROU,2020,Canoe Sprint,0,0,0,2,0
20453,ROU,2020,Cycling Mountain Bike,0,0,0,1,0
20454,ROU,2020,Cycling Road,0,0,0,1,0
20455,ROU,2020,Fencing,0,0,0,1,1
20456,ROU,2020,Football,0,0,0,1,0
20457,ROU,2020,Judo,0,0,0,3,0
20458,ROU,2020,Rowing,0,0,1,6,2
20459,ROU,2020,Shooting,0,0,0,1,0
20460,ROU,2020,Swimming,0,0,0,8,0
20461,ROU,2020,Table Tennis,0,0,0,4,0
20462,ROU,2020,Tennis,0,0,0,2,0
20463,ROU,2020,Triathlon,0,0,0,1,0
20464,ROU,2020,Wrestling,0,0,0,5,0
20465,ROU,2024,Archery,0,0,0,1,0
20466,ROU,2024,Artistic Gymnastics,0,1,0,9,0
20467,ROU,2024,Athletics,0,0,0,10,0
20468,ROU,2024,Boxing,0,0,0,1,0
20469,ROU,2024,Canoe Sprint,0,0,0,2,0
20470,ROU,2024,Cycling Mountain Bike,0,0,0,1,0
20471,ROU,2024,Fencing,0,0,0,1,0
20472,ROU,2024,Judo,0,0,0,1,0
20473,ROU,2024,Rhythmic Gymnastics,0,0,0,1,0
20474,ROU,2024,Rowing,0,0,2,7,3
20475,ROU,2024,Sailing,0,0,0,1,0
20476,ROU,2024,Swimming,0,1,1,3,0
20477,ROU,2024,Table Tennis,0,0,0,4,0
20478,ROU,2024,Tennis,0,0,0,2,0
20479,ROU,2024,Triathlon,0,0,0,1,0
20480,ROU,2024,Water Polo,0,0,0,1,0
20481,ROU,2024,Weightlifting,0,0,0,1,1
20482,ROU,2024,Wrestling,0,0,0,5,0
20483,RSA,1904,Athletics,0,0,0,1,0
20484,RSA,1904,Tug-Of-War,0,0,0,1,0
20485,RSA,1908,Athletics,0,0,1,6,1
20486,RSA,1908,Cycling,0,0,0,6,0
20487,RSA,1908,Fencing,0,0,0,3,0
20488,RSA,1908,Tennis,0,0,0,2,0
20489,RSA,1912,Athletics,0,0,1,10,1
20490,RSA,1912,Cycling,0,0,2,0,0
20491,RSA,1912,Fencing,0,0,0,4,0
20492,RSA,1912,Shooting,0,0,0,10,0
20493,RSA,1912,Swimming,0,0,0,1,0
