,NOC,Gold,Silver,Bronze,Total,Year,Past_Gold,Past_Silver,Past_Bronze,Past_Total,Events_Count,Sports_Count,isHoster
941,IRI,2,2,2,6,2004,3.0,0.0,1.0,4.0,37.0,37.0,0.0
942,SVK,2,2,2,6,2004,1.0,3.0,1.0,5.0,84.0,84.0,0.0
943,TPE,2,2,1,5,2004,0.0,1.0,4.0,5.0,104.0,104.0,0.0
944,GEO,2,2,0,4,2004,0.0,0.0,6.0,6.0,39.0,39.0,0.0
945,BUL,2,1,9,12,2004,5.0,6.0,2.0,13.0,119.0,119.0,0.0
946,DEN,2,1,5,8,2004,2.0,3.0,1.0,6.0,115.0,115.0,0.0
947,JAM,2,1,2,5,2004,0.0,6.0,3.0,9.0,62.0,62.0,0.0
948,UZB,2,1,2,5,2004,1.0,1.0,2.0,4.0,79.0,79.0,0.0
949,MAR,2,1,0,3,2004,0.0,1.0,4.0,5.0,57.0,57.0,0.0
950,ARG,2,0,4,6,2004,0.0,2.0,2.0,4.0,179.0,179.0,0.0
951,CHI,2,0,1,3,2004,0.0,0.0,1.0,1.0,29.0,29.0,0.0
952,KAZ,1,4,3,8,2004,3.0,4.0,0.0,7.0,130.0,130.0,0.0
953,KEN,1,4,2,7,2004,2.0,3.0,2.0,7.0,46.0,46.0,0.0
954,CZE,1,3,5,9,2004,2.0,3.0,3.0,8.0,171.0,171.0,0.0
955,RSA,1,3,2,6,2004,0.0,2.0,3.0,5.0,128.0,128.0,0.0
956,CRO,1,2,2,5,2004,1.0,0.0,1.0,2.0,100.0,100.0,0.0
957,LTU,1,2,0,3,2004,2.0,0.0,3.0,5.0,70.0,70.0,0.0
958,EGY,1,1,3,5,2004,0.0,1.0,0.0,1.0,104.0,104.0,0.0
959,SUI,1,1,3,5,2004,1.0,6.0,2.0,9.0,138.0,138.0,0.0
960,INA,1,1,2,4,2004,1.0,3.0,2.0,6.0,39.0,39.0,0.0
961,ZIM,1,1,1,3,2004,1.0,0.0,0.0,1.0,14.0,14.0,0.0
962,AZE,1,0,4,5,2004,2.0,0.0,1.0,3.0,37.0,37.0,0.0
963,BEL,1,0,2,3,2004,0.0,2.0,3.0,5.0,70.0,70.0,0.0
964,BAH,1,0,1,2,2004,2.0,0.0,1.0,3.0,28.0,28.0,0.0
965,ISR,1,0,1,2,2004,0.0,0.0,1.0,1.0,46.0,46.0,0.0
966,CMR,1,0,0,1,2004,1.0,0.0,0.0,1.0,19.0,19.0,0.0
967,DOM,1,0,0,1,2004,0.0,0.0,1.0,1.0,33.0,33.0,0.0
968,UAE,1,0,0,1,2004,nan,nan,nan,nan,5.0,5.0,0.0
969,PRK,0,4,1,5,2004,0.0,1.0,3.0,4.0,71.0,71.0,0.0
970,LAT,0,4,0,4,2004,1.0,1.0,1.0,3.0,45.0,45.0,0.0
971,MEX,0,3,1,4,2004,1.0,2.0,3.0,6.0,137.0,137.0,0.0
972,POR,0,2,1,3,2004,0.0,0.0,2.0,2.0,93.0,93.0,0.0
973,FIN,0,2,0,2,2004,2.0,1.0,1.0,4.0,67.0,67.0,0.0
974,SCG,0,2,0,2,2004,nan,nan,nan,nan,96.0,96.0,0.0
975,SLO,0,1,3,4,2004,2.0,0.0,0.0,2.0,102.0,102.0,0.0
976,EST,0,1,2,3,2004,1.0,0.0,2.0,3.0,45.0,45.0,0.0
977,HKG,0,1,0,1,2004,1.0,0.0,0.0,1.0,42.0,42.0,0.0
978,IND,0,1,0,1,2004,0.0,0.0,1.0,1.0,81.0,81.0,0.0
979,PAR,0,1,0,1,2004,nan,nan,nan,nan,22.0,22.0,0.0
980,COL,0,0,2,2,2004,1.0,0.0,0.0,1.0,71.0,71.0,0.0
981,NGR,0,0,2,2,2004,1.0,2.0,0.0,3.0,79.0,79.0,0.0
982,VEN,0,0,2,2,2004,0.0,0.0,3.0,3.0,53.0,53.0,0.0
983,ERI,0,0,1,1,2004,nan,nan,nan,nan,5.0,5.0,0.0
984,MGL,0,0,1,1,2004,0.0,0.0,1.0,1.0,21.0,21.0,0.0
985,SYR,0,0,1,1,2004,1.0,0.0,0.0,1.0,6.0,6.0,0.0
986,TTO,0,0,1,1,2004,0.0,1.0,1.0,2.0,26.0,26.0,0.0
987,CHN,48,22,30,100,2008,32.0,17.0,14.0,63.0,730.0,730.0,0.0
988,USA,36,39,37,112,2008,36.0,39.0,26.0,101.0,763.0,763.0,0.0
989,RUS,24,13,23,60,2008,28.0,26.0,36.0,90.0,600.0,600.0,0.0
990,GBR,19,13,19,51,2008,9.0,9.0,12.0,30.0,420.0,420.0,0.0
991,GER,16,11,14,41,2008,13.0,16.0,20.0,49.0,558.0,558.0,0.0
992,AUS,14,15,17,46,2008,17.0,16.0,17.0,50.0,570.0,570.0,0.0
993,KOR,13,11,8,32,2008,9.0,12.0,9.0,30.0,329.0,329.0,0.0
994,JPN,9,8,8,25,2008,16.0,9.0,12.0,37.0,457.0,457.0,0.0
995,ITA,8,9,10,27,2008,10.0,11.0,11.0,32.0,459.0,459.0,0.0
996,FRA,7,16,20,43,2008,11.0,9.0,13.0,33.0,448.0,448.0,0.0
997,NED,7,5,4,16,2008,4.0,9.0,9.0,22.0,283.0,283.0,0.0
998,UKR,7,4,11,22,2008,8.0,5.0,9.0,22.0,327.0,327.0,0.0
999,KEN,6,4,6,16,2008,1.0,4.0,2.0,7.0,47.0,47.0,0.0
1000,ESP,5,11,3,19,2008,3.0,11.0,6.0,20.0,355.0,355.0,0.0
1001,JAM,5,4,2,11,2008,2.0,1.0,2.0,5.0,66.0,66.0,0.0
1002,POL,4,5,2,11,2008,3.0,2.0,5.0,10.0,316.0,316.0,0.0
1003,ETH,4,2,1,7,2008,2.0,3.0,2.0,7.0,29.0,29.0,0.0
1004,ROU,4,1,4,9,2008,8.0,5.0,6.0,19.0,172.0,172.0,0.0
1005,CUB,3,10,17,30,2008,9.0,7.0,11.0,27.0,171.0,171.0,0.0
1006,CAN,3,9,8,20,2008,3.0,6.0,3.0,12.0,449.0,449.0,0.0
1007,HUN,3,5,2,10,2008,8.0,6.0,3.0,17.0,216.0,216.0,0.0
1008,NOR,3,5,1,9,2008,5.0,0.0,1.0,6.0,102.0,102.0,0.0
1009,BRA,3,4,10,17,2008,5.0,2.0,3.0,10.0,338.0,338.0,0.0
1010,BLR,3,4,7,14,2008,2.0,5.0,6.0,13.0,237.0,237.0,0.0
1011,CZE,3,3,1,7,2008,1.0,3.0,5.0,9.0,158.0,158.0,0.0
1012,SVK,3,3,0,6,2008,2.0,2.0,2.0,6.0,67.0,67.0,0.0
1013,NZL,3,2,4,9,2008,3.0,2.0,0.0,5.0,201.0,201.0,0.0
1014,GEO,3,2,2,7,2008,2.0,2.0,0.0,4.0,38.0,38.0,0.0
1015,KAZ,2,3,4,9,2008,1.0,4.0,3.0,8.0,146.0,146.0,0.0
1016,DEN,2,2,3,7,2008,2.0,1.0,5.0,8.0,108.0,108.0,0.0
1017,PRK,2,2,2,6,2008,0.0,4.0,1.0,5.0,66.0,66.0,0.0
1018,THA,2,2,2,6,2008,3.0,1.0,4.0,8.0,53.0,53.0,0.0
1019,MGL,2,2,0,4,2008,0.0,0.0,1.0,1.0,31.0,31.0,0.0
1020,SUI,2,1,4,7,2008,1.0,1.0,3.0,5.0,116.0,116.0,0.0
1021,ARG,2,0,4,6,2008,2.0,0.0,4.0,6.0,145.0,145.0,0.0
1022,MEX,2,0,2,4,2008,0.0,3.0,1.0,4.0,103.0,103.0,0.0
1023,BEL,2,0,0,2,2008,1.0,0.0,2.0,3.0,112.0,112.0,0.0
1024,ZIM,1,3,0,4,2008,1.0,1.0,1.0,3.0,16.0,16.0,0.0
1025,SLO,1,2,2,5,2008,0.0,1.0,3.0,4.0,73.0,73.0,0.0
1026,AZE,1,1,4,6,2008,1.0,0.0,4.0,5.0,44.0,44.0,0.0
1027,INA,1,1,4,6,2008,1.0,1.0,2.0,4.0,26.0,26.0,0.0
1028,BUL,1,1,3,5,2008,2.0,1.0,9.0,12.0,87.0,87.0,0.0
1029,TUR,1,1,3,5,2008,3.0,3.0,4.0,10.0,71.0,71.0,0.0
1030,FIN,1,1,2,4,2008,0.0,2.0,0.0,2.0,70.0,70.0,0.0
1031,TPE,1,1,2,4,2008,2.0,2.0,1.0,5.0,92.0,92.0,0.0
1032,LAT,1,1,1,3,2008,0.0,4.0,0.0,4.0,53.0,53.0,0.0
1033,DOM,1,1,0,2,2008,1.0,0.0,0.0,1.0,27.0,27.0,0.0
1034,EST,1,1,0,2,2008,0.0,1.0,2.0,3.0,53.0,53.0,0.0
1035,POR,1,1,0,2,2008,0.0,2.0,1.0,3.0,87.0,87.0,0.0
1036,TTO,1,1,0,2,2008,0.0,0.0,1.0,1.0,35.0,35.0,0.0
1037,IND,1,0,2,3,2008,0.0,1.0,0.0,1.0,67.0,67.0,0.0
1038,IRI,1,0,1,2,2008,2.0,2.0,2.0,6.0,55.0,55.0,0.0
1039,CMR,1,0,0,1,2008,1.0,0.0,0.0,1.0,32.0,32.0,0.0
1040,PAN,1,0,0,1,2008,0.0,0.0,2.0,2.0,5.0,5.0,0.0
1041,TUN,1,0,0,1,2008,0.0,0.0,1.0,1.0,29.0,29.0,0.0
1042,SWE,0,4,1,5,2008,4.0,2.0,1.0,7.0,169.0,169.0,0.0
1043,LTU,0,3,2,5,2008,1.0,2.0,0.0,3.0,78.0,78.0,0.0
1044,NGR,0,3,2,5,2008,0.0,0.0,2.0,2.0,89.0,89.0,0.0
1045,CRO,0,2,3,5,2008,1.0,2.0,2.0,5.0,125.0,125.0,0.0
1046,COL,0,2,1,3,2008,0.0,0.0,2.0,2.0,90.0,90.0,0.0
1047,GRE,0,2,1,3,2008,6.0,6.0,4.0,16.0,176.0,176.0,0.0
1048,ARM,0,1,4,5,2008,0.0,0.0,1.0,1.0,26.0,26.0,0.0
1049,UZB,0,1,3,4,2008,2.0,1.0,2.0,5.0,69.0,69.0,0.0
1050,AUT,0,1,2,3,2008,2.0,4.0,1.0,7.0,93.0,93.0,0.0
1051,IRL,0,1,2,3,2008,0.0,1.0,0.0,1.0,63.0,63.0,0.0
1052,KGZ,0,1,2,3,2008,0.0,0.0,1.0,1.0,22.0,22.0,0.0
1053,SRB,0,1,2,3,2008,nan,nan,nan,nan,97.0,97.0,0.0
1054,ALG,0,1,1,2,2008,1.0,1.0,3.0,5.0,57.0,57.0,0.0
1055,BAH,0,1,1,2,2008,1.0,0.0,1.0,2.0,33.0,33.0,0.0
1056,MAR,0,1,1,2,2008,2.0,1.0,0.0,3.0,49.0,49.0,0.0
1057,TJK,0,1,1,2,2008,nan,nan,nan,nan,16.0,16.0,0.0
1058,CHI,0,1,0,1,2008,2.0,0.0,1.0,3.0,29.0,29.0,0.0
1059,ECU,0,1,0,1,2008,1.0,0.0,0.0,1.0,26.0,26.0,0.0
1060,ISL,0,1,0,1,2008,0.0,0.0,1.0,1.0,31.0,31.0,0.0
1061,MAS,0,1,0,1,2008,0.0,1.0,1.0,2.0,42.0,42.0,0.0
1062,RSA,0,1,0,1,2008,1.0,3.0,2.0,6.0,179.0,179.0,0.0
1063,SAM,0,1,0,1,2008,nan,nan,nan,nan,7.0,7.0,0.0
1064,SGP,0,1,0,1,2008,0.0,1.0,0.0,1.0,36.0,36.0,0.0
1065,SUD,0,1,0,1,2008,nan,nan,nan,nan,9.0,9.0,0.0
1066,VIE,0,1,0,1,2008,0.0,1.0,0.0,1.0,18.0,18.0,0.0
1067,EGY,0,0,2,2,2008,1.0,1.0,3.0,5.0,116.0,116.0,0.0
1068,AFG,0,0,1,1,2008,nan,nan,nan,nan,4.0,4.0,0.0
1069,ISR,0,0,1,1,2008,1.0,0.0,1.0,2.0,60.0,60.0,0.0
1070,MDA,0,0,1,1,2008,0.0,1.0,1.0,2.0,30.0,30.0,0.0
1071,MRI,0,0,1,1,2008,nan,nan,nan,nan,11.0,11.0,0.0
1072,TOG,0,0,1,1,2008,nan,nan,nan,nan,4.0,4.0,0.0
1073,VEN,0,0,1,1,2008,0.0,0.0,2.0,2.0,126.0,126.0,0.0
1074,USA,48,26,30,104,2012,36.0,39.0,37.0,112.0,689.0,689.0,0.0
1075,CHN,39,31,22,92,2012,48.0,22.0,30.0,100.0,479.0,479.0,0.0
1076,GBR,29,18,18,65,2012,19.0,13.0,19.0,51.0,684.0,684.0,0.0
1077,RUS,18,21,26,65,2012,24.0,13.0,23.0,60.0,549.0,549.0,0.0
1078,KOR,13,9,9,31,2012,13.0,11.0,8.0,32.0,312.0,312.0,0.0
1079,GER,11,20,13,44,2012,16.0,11.0,14.0,41.0,510.0,510.0,0.0
1080,FRA,11,11,13,35,2012,7.0,16.0,20.0,43.0,426.0,426.0,0.0
1081,AUS,8,15,12,35,2012,14.0,15.0,17.0,46.0,514.0,514.0,0.0
1082,ITA,8,9,11,28,2012,8.0,9.0,10.0,27.0,382.0,382.0,0.0
1083,HUN,8,4,6,18,2012,3.0,5.0,2.0,10.0,201.0,201.0,0.0
1084,JPN,7,14,17,38,2012,9.0,8.0,8.0,25.0,399.0,399.0,0.0
1085,IRI,7,5,1,13,2012,1.0,0.0,1.0,2.0,57.0,57.0,0.0
1086,NED,6,6,8,20,2012,7.0,5.0,4.0,16.0,222.0,222.0,0.0
1087,NZL,6,2,5,13,2012,3.0,2.0,4.0,9.0,204.0,204.0,0.0
1088,UKR,5,4,10,19,2012,7.0,4.0,11.0,22.0,304.0,304.0,0.0
1089,CUB,5,3,7,15,2012,3.0,10.0,17.0,30.0,118.0,118.0,0.0
1090,ESP,4,10,6,20,2012,5.0,11.0,3.0,19.0,339.0,339.0,0.0
1091,JAM,4,5,4,13,2012,5.0,4.0,2.0,11.0,62.0,62.0,0.0
1092,CZE,4,4,3,11,2012,3.0,3.0,1.0,7.0,159.0,159.0,0.0
1093,RSA,4,1,1,6,2012,0.0,1.0,0.0,1.0,145.0,145.0,0.0
1094,PRK,4,0,2,6,2012,2.0,2.0,2.0,6.0,57.0,57.0,0.0
1095,BRA,3,5,9,17,2012,3.0,4.0,10.0,17.0,306.0,306.0,0.0
1096,KAZ,3,2,6,11,2012,2.0,3.0,4.0,9.0,132.0,132.0,0.0
1097,POL,3,2,6,11,2012,4.0,5.0,2.0,11.0,256.0,256.0,0.0
1098,ETH,3,2,3,8,2012,4.0,2.0,1.0,7.0,34.0,34.0,0.0
1099,CRO,3,1,2,6,2012,0.0,2.0,3.0,5.0,118.0,118.0,0.0
1100,CAN,2,6,10,18,2012,3.0,9.0,8.0,20.0,354.0,354.0,0.0
1101,BLR,2,5,3,10,2012,3.0,4.0,7.0,14.0,185.0,185.0,0.0
1102,KEN,2,4,7,13,2012,6.0,4.0,6.0,16.0,51.0,51.0,0.0
1103,DEN,2,4,3,9,2012,2.0,2.0,3.0,7.0,149.0,149.0,0.0
1104,ROU,2,4,1,7,2012,4.0,1.0,4.0,9.0,155.0,155.0,0.0
1105,AZE,2,2,5,9,2012,1.0,1.0,4.0,6.0,59.0,59.0,0.0
1106,SUI,2,2,0,4,2012,2.0,1.0,4.0,7.0,126.0,126.0,0.0
1107,NOR,2,1,1,4,2012,3.0,5.0,1.0,9.0,69.0,69.0,0.0
1108,LTU,2,0,3,5,2012,0.0,3.0,2.0,5.0,72.0,72.0,0.0
1109,TUN,2,0,1,3,2012,1.0,0.0,0.0,1.0,87.0,87.0,0.0
1110,SWE,1,4,3,8,2012,0.0,4.0,1.0,5.0,168.0,168.0,0.0
1111,COL,1,3,5,9,2012,0.0,2.0,1.0,3.0,120.0,120.0,0.0
1112,MEX,1,3,4,8,2012,2.0,0.0,2.0,4.0,119.0,119.0,0.0
1113,GEO,1,2,3,6,2012,3.0,2.0,2.0,7.0,36.0,36.0,0.0
1114,IRL,1,1,4,6,2012,0.0,1.0,2.0,3.0,76.0,76.0,0.0
1115,ARG,1,1,2,4,2012,2.0,0.0,4.0,6.0,148.0,148.0,0.0
1116,SLO,1,1,2,4,2012,1.0,2.0,2.0,5.0,78.0,78.0,0.0
1117,SRB,1,1,2,4,2012,0.0,1.0,2.0,3.0,134.0,134.0,0.0
1118,TTO,1,1,2,4,2012,1.0,1.0,0.0,2.0,38.0,38.0,0.0
1119,TUR,1,1,1,3,2012,1.0,1.0,3.0,5.0,119.0,119.0,0.0
1120,DOM,1,1,0,2,2012,1.0,1.0,0.0,2.0,36.0,36.0,0.0
1121,LAT,1,0,1,2,2012,1.0,1.0,1.0,3.0,50.0,50.0,0.0
1122,TPE,1,0,1,2,2012,1.0,1.0,2.0,4.0,55.0,55.0,0.0
1123,ALG,1,0,0,1,2012,0.0,1.0,1.0,2.0,39.0,39.0,0.0
1124,BAH,1,0,0,1,2012,0.0,1.0,1.0,2.0,29.0,29.0,0.0
1125,BRN,1,0,0,1,2012,nan,nan,nan,nan,14.0,14.0,0.0
1126,GRN,1,0,0,1,2012,nan,nan,nan,nan,8.0,8.0,0.0
1127,UGA,1,0,0,1,2012,0.0,0.0,1.0,1.0,16.0,16.0,0.0
1128,VEN,1,0,0,1,2012,0.0,0.0,1.0,1.0,85.0,85.0,0.0
1129,EGY,0,3,1,4,2012,0.0,0.0,2.0,2.0,132.0,132.0,0.0
1130,IND,0,2,4,6,2012,1.0,0.0,2.0,3.0,95.0,95.0,0.0
1131,MGL,0,2,3,5,2012,2.0,2.0,0.0,4.0,32.0,32.0,0.0
1132,THA,0,2,2,4,2012,2.0,2.0,2.0,6.0,43.0,43.0,0.0
1133,BUL,0,2,1,3,2012,1.0,1.0,3.0,5.0,75.0,75.0,0.0
1134,FIN,0,2,1,3,2012,1.0,1.0,2.0,4.0,69.0,69.0,0.0
1135,INA,0,2,1,3,2012,1.0,1.0,4.0,6.0,22.0,22.0,0.0
1136,SVK,0,1,3,4,2012,3.0,3.0,0.0,6.0,65.0,65.0,0.0
1137,BEL,0,1,2,3,2012,2.0,0.0,0.0,2.0,142.0,142.0,0.0
1138,ARM,0,1,1,2,2012,0.0,1.0,4.0,5.0,31.0,31.0,0.0
1139,EST,0,1,1,2,2012,1.0,1.0,0.0,2.0,36.0,36.0,0.0
1140,MAS,0,1,1,2,2012,0.0,1.0,0.0,1.0,38.0,38.0,0.0
1141,PUR,0,1,1,2,2012,0.0,0.0,1.0,1.0,28.0,28.0,0.0
1142,QAT,0,1,1,2,2012,0.0,0.0,1.0,1.0,14.0,14.0,0.0
1143,BOT,0,1,0,1,2012,nan,nan,nan,nan,4.0,4.0,0.0
1144,CYP,0,1,0,1,2012,nan,nan,nan,nan,13.0,13.0,0.0
1145,GAB,0,1,0,1,2012,nan,nan,nan,nan,21.0,21.0,0.0
1146,GUA,0,1,0,1,2012,nan,nan,nan,nan,24.0,24.0,0.0
1147,MNE,0,1,0,1,2012,nan,nan,nan,nan,34.0,34.0,0.0
1148,POR,0,1,0,1,2012,1.0,1.0,0.0,2.0,98.0,98.0,0.0
1149,UZB,0,0,3,3,2012,0.0,1.0,3.0,4.0,56.0,56.0,0.0
1150,GRE,0,0,2,2,2012,0.0,2.0,1.0,3.0,115.0,115.0,0.0
1151,SGP,0,0,2,2,2012,0.0,1.0,0.0,1.0,36.0,36.0,0.0
1152,AFG,0,0,1,1,2012,0.0,0.0,1.0,1.0,6.0,6.0,0.0
1153,CMR,0,0,1,1,2012,1.0,0.0,0.0,1.0,32.0,32.0,0.0
1154,HKG,0,0,1,1,2012,0.0,1.0,0.0,1.0,55.0,55.0,0.0
1155,KSA,0,0,1,1,2012,0.0,1.0,1.0,2.0,23.0,23.0,0.0
1156,KUW,0,0,1,1,2012,0.0,0.0,1.0,1.0,12.0,12.0,0.0
1157,MAR,0,0,1,1,2012,0.0,1.0,1.0,2.0,67.0,67.0,0.0
1158,TJK,0,0,1,1,2012,0.0,1.0,1.0,2.0,16.0,16.0,0.0
1159,VIE,0,0,1,1,2012,0.0,1.0,0.0,1.0,24.0,24.0,0.0
1160,USA,46,37,38,121,2016,48.0,26.0,30.0,104.0,719.0,719.0,0.0
1161,GBR,27,23,17,67,2016,29.0,18.0,18.0,65.0,478.0,478.0,0.0
1162,CHN,26,18,26,70,2016,39.0,31.0,22.0,92.0,499.0,499.0,0.0
1163,RUS,19,17,20,56,2016,18.0,21.0,26.0,65.0,406.0,406.0,0.0
1164,GER,17,10,15,42,2016,11.0,20.0,13.0,44.0,536.0,536.0,0.0
1165,JPN,12,8,21,41,2016,7.0,14.0,17.0,38.0,436.0,436.0,0.0
1166,FRA,10,18,14,42,2016,11.0,11.0,13.0,35.0,512.0,512.0,0.0
1167,KOR,9,3,9,21,2016,13.0,9.0,9.0,31.0,263.0,263.0,0.0
1168,ITA,8,12,8,28,2016,8.0,9.0,11.0,28.0,399.0,399.0,0.0
1169,AUS,8,11,10,29,2016,8.0,15.0,12.0,35.0,518.0,518.0,0.0
1170,NED,8,7,4,19,2016,6.0,6.0,8.0,20.0,329.0,329.0,0.0
1171,HUN,8,3,4,15,2016,8.0,4.0,6.0,18.0,204.0,204.0,0.0
1172,BRA,7,6,6,19,2016,3.0,5.0,9.0,17.0,583.0,583.0,0.0
1173,ESP,7,4,6,17,2016,4.0,10.0,6.0,20.0,363.0,363.0,0.0
1174,KEN,6,6,1,13,2016,2.0,4.0,7.0,13.0,80.0,80.0,0.0
1175,JAM,6,3,2,11,2016,4.0,5.0,4.0,13.0,77.0,77.0,0.0
1176,CRO,5,3,2,10,2016,3.0,1.0,2.0,6.0,93.0,93.0,0.0
1177,CUB,5,2,4,11,2016,5.0,3.0,7.0,15.0,143.0,143.0,0.0
1178,NZL,4,9,5,18,2016,6.0,2.0,5.0,13.0,232.0,232.0,0.0
1179,CAN,4,3,15,22,2016,2.0,6.0,10.0,18.0,405.0,405.0,0.0
1180,UZB,4,2,7,13,2016,0.0,0.0,3.0,3.0,80.0,80.0,0.0
1181,COL,3,2,3,8,2016,1.0,3.0,5.0,9.0,157.0,157.0,0.0
1182,SUI,3,2,2,7,2016,2.0,2.0,0.0,4.0,152.0,152.0,0.0
1183,IRI,3,1,4,8,2016,7.0,5.0,1.0,13.0,67.0,67.0,0.0
1184,GRE,3,1,2,6,2016,0.0,0.0,2.0,2.0,104.0,104.0,0.0
1185,ARG,3,1,0,4,2016,1.0,1.0,2.0,4.0,232.0,232.0,0.0
1186,DEN,2,6,7,15,2016,2.0,4.0,3.0,9.0,143.0,143.0,0.0
1187,SWE,2,6,3,11,2016,1.0,4.0,3.0,8.0,186.0,186.0,0.0
1188,RSA,2,6,2,10,2016,4.0,1.0,1.0,6.0,155.0,155.0,0.0
1189,KAZ,2,5,10,17,2016,3.0,2.0,6.0,11.0,123.0,123.0,0.0
1190,UKR,2,5,4,11,2016,5.0,4.0,10.0,19.0,272.0,272.0,0.0
1191,SRB,2,4,2,8,2016,1.0,1.0,2.0,4.0,127.0,127.0,0.0
1192,POL,2,3,6,11,2016,3.0,2.0,6.0,11.0,289.0,289.0,0.0
1193,PRK,2,3,2,7,2016,4.0,0.0,2.0,6.0,38.0,38.0,0.0
1194,BEL,2,2,2,6,2016,0.0,1.0,2.0,3.0,138.0,138.0,0.0
1195,THA,2,2,2,6,2016,0.0,2.0,2.0,4.0,58.0,58.0,0.0
1196,SVK,2,2,0,4,2016,0.0,1.0,3.0,4.0,63.0,63.0,0.0
1197,GEO,2,1,4,7,2016,1.0,2.0,3.0,6.0,45.0,45.0,0.0
1198,AZE,1,7,10,18,2016,2.0,2.0,5.0,9.0,69.0,69.0,0.0
1199,BLR,1,4,4,9,2016,2.0,5.0,3.0,10.0,142.0,142.0,0.0
1200,TUR,1,3,4,8,2016,1.0,1.0,1.0,3.0,119.0,119.0,0.0
1201,ARM,1,3,0,4,2016,0.0,1.0,1.0,2.0,34.0,34.0,0.0
1202,CZE,1,2,7,10,2016,4.0,4.0,3.0,11.0,135.0,135.0,0.0
1203,ETH,1,2,5,8,2016,3.0,2.0,3.0,8.0,38.0,38.0,0.0
1204,SLO,1,2,1,4,2016,1.0,1.0,2.0,4.0,70.0,70.0,0.0
1205,INA,1,2,0,3,2016,0.0,2.0,1.0,3.0,31.0,31.0,0.0
1206,ROU,1,1,2,4,2016,2.0,4.0,1.0,7.0,121.0,121.0,0.0
1207,BRN,1,1,0,2,2016,1.0,0.0,0.0,1.0,33.0,33.0,0.0
1208,VIE,1,1,0,2,2016,0.0,0.0,1.0,1.0,28.0,28.0,0.0
1209,TPE,1,0,2,3,2016,1.0,0.0,1.0,2.0,67.0,67.0,0.0
1210,BAH,1,0,1,2,2016,1.0,0.0,0.0,1.0,38.0,38.0,0.0
1211,CIV,1,0,1,2,2016,0.0,1.0,0.0,1.0,15.0,15.0,0.0
1212,FIJ,1,0,0,1,2016,nan,nan,nan,nan,53.0,53.0,0.0
1213,JOR,1,0,0,1,2016,nan,nan,nan,nan,8.0,8.0,0.0
1214,KOS,1,0,0,1,2016,nan,nan,nan,nan,8.0,8.0,0.0
1215,PUR,1,0,0,1,2016,0.0,1.0,1.0,2.0,41.0,41.0,0.0
1216,SGP,1,0,0,1,2016,0.0,0.0,2.0,2.0,32.0,32.0,0.0
1217,TJK,1,0,0,1,2016,0.0,0.0,1.0,1.0,7.0,7.0,0.0
1218,MAS,0,4,1,5,2016,0.0,1.0,1.0,2.0,42.0,42.0,0.0
1219,MEX,0,3,2,5,2016,1.0,3.0,4.0,8.0,139.0,139.0,0.0
1220,VEN,0,2,1,3,2016,1.0,0.0,0.0,1.0,105.0,105.0,0.0
1221,ALG,0,2,0,2,2016,1.0,0.0,0.0,1.0,74.0,74.0,0.0
1222,IRL,0,2,0,2,2016,1.0,1.0,4.0,6.0,93.0,93.0,0.0
1223,LTU,0,1,3,4,2016,2.0,0.0,3.0,5.0,80.0,80.0,0.0
1224,BUL,0,1,2,3,2016,0.0,2.0,1.0,3.0,58.0,58.0,0.0
1225,IND,0,1,1,2,2016,0.0,2.0,4.0,6.0,130.0,130.0,0.0
1226,MGL,0,1,1,2,2016,0.0,2.0,3.0,5.0,46.0,46.0,0.0
1227,BDI,0,1,0,1,2016,1.0,0.0,0.0,1.0,10.0,10.0,0.0
1228,GRN,0,1,0,1,2016,1.0,0.0,0.0,1.0,6.0,6.0,0.0
1229,NIG,0,1,0,1,2016,0.0,0.0,1.0,1.0,6.0,6.0,0.0
1230,PHI,0,1,0,1,2016,0.0,1.0,0.0,1.0,13.0,13.0,0.0
1231,QAT,0,1,0,1,2016,0.0,1.0,1.0,2.0,42.0,42.0,0.0
1232,NOR,0,0,4,4,2016,2.0,1.0,1.0,4.0,77.0,77.0,0.0
1233,EGY,0,0,3,3,2016,0.0,3.0,1.0,4.0,137.0,137.0,0.0
1234,TUN,0,0,3,3,2016,2.0,0.0,1.0,3.0,65.0,65.0,0.0
1235,ISR,0,0,2,2,2016,0.0,0.0,1.0,1.0,59.0,59.0,0.0
1236,AUT,0,0,1,1,2016,0.0,1.0,2.0,3.0,85.0,85.0,0.0
1237,DOM,0,0,1,1,2016,1.0,1.0,0.0,2.0,30.0,30.0,0.0
1238,EST,0,0,1,1,2016,0.0,1.0,1.0,2.0,49.0,49.0,0.0
1239,FIN,0,0,1,1,2016,0.0,2.0,1.0,3.0,67.0,67.0,0.0
1240,MAR,0,0,1,1,2016,0.0,0.0,1.0,1.0,52.0,52.0,0.0
1241,NGR,0,0,1,1,2016,0.0,3.0,2.0,5.0,77.0,77.0,0.0
1242,POR,0,0,1,1,2016,0.0,1.0,0.0,1.0,106.0,106.0,0.0
1243,TTO,0,0,1,1,2016,1.0,1.0,2.0,4.0,43.0,43.0,0.0
1244,UAE,0,0,1,1,2016,1.0,0.0,0.0,1.0,12.0,12.0,0.0
1245,USA,39,41,33,113,2020,46.0,37.0,38.0,121.0,856.0,856.0,0.0
1246,CHN,38,32,19,89,2020,26.0,18.0,26.0,70.0,574.0,574.0,0.0
